id,observed_on_string,observed_on,time_observed_at,time_zone,out_of_range,user_id,user_login,created_at,updated_at,quality_grade,license,url,image_url,sound_url,tag_list,description,id_please,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,private_place_guess,private_latitude,private_longitude,private_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id,taxon_class_name,taxon_order_name,taxon_family_name,taxon_genus_name
82548,2008-05-11,2008-05-11,,Pacific Time (US & Canada),,2991,sea-kangaroo,2012-05-23 20:14:48 -0700,2018-07-24 10:19:08 -0700,research,CC-BY,http://www.inaturalist.org/observations/82548,https://static.inaturalist.org/photos/121225/medium.JPG,,"","Dive site Oil Slick Leap, max depth 87 ft / 26.5m.
",false,3,0,false,,"Bonaire, Netherlands Antilles",12.2008175965,-68.311473892,427,,,,,,,false,,"",Schoolmaster Snapper,Lutjanus apodus,Schoolmaster Snapper,Actinopterygii,81989,Actinopterygii,Perciformes,Lutjanidae,Lutjanus
82559,2008-05-11,2008-05-11,,Pacific Time (US & Canada),,2991,sea-kangaroo,2012-05-23 20:36:30 -0700,2014-10-19 10:52:47 -0700,research,CC-BY,http://www.inaturalist.org/observations/82559,https://static.inaturalist.org/photos/121206/medium.JPG,,"","Dive site Oil Slick Leap, max depth 87 ft / 26.5m.",false,1,0,false,,"Bonaire, Netherlands Antilles",12.2008175965,-68.311473892,427,,,,,,,false,,"",Smallmouth Grunt,Haemulon chrysargyreum,Smallmouth Grunt,Actinopterygii,128861,Actinopterygii,Perciformes,Haemulidae,Haemulon
82565,2008-05-11,2008-05-11,,Pacific Time (US & Canada),false,2991,sea-kangaroo,2012-05-23 20:45:15 -0700,2018-04-03 08:43:01 -0700,research,CC-BY,http://www.inaturalist.org/observations/82565,https://static.inaturalist.org/photos/121211/medium.JPG,,female,"Dive site Oil Slick Leap, max depth 87 ft / 26.5m.

Initial phase/female.",false,2,0,false,,"Bonaire, Netherlands Antilles",12.2008175965,-68.311473892,427,,,,,,,false,,"",Stoplight Parrotfish,Sparisoma viride,Stoplight Parrotfish,Actinopterygii,112867,Actinopterygii,Perciformes,Scaridae,Sparisoma
82566,2008-05-11,2008-05-11,,Pacific Time (US & Canada),false,2991,sea-kangaroo,2012-05-23 20:48:13 -0700,2019-01-31 14:01:18 -0800,research,CC-BY,http://www.inaturalist.org/observations/82566,https://static.inaturalist.org/photos/121214/medium.JPG,,"","Dive site Oil Slick Leap, max depth 87 ft / 26.5m.",false,2,0,false,,"Bonaire, Netherlands Antilles",12.2008175965,-68.311473892,427,,,,,,,false,,"",Queen Parrotfish,Scarus vetula,Queen Parrotfish,Actinopterygii,112169,Actinopterygii,Perciformes,Scaridae,Scarus
82569,2008-05-11,2008-05-11,,Pacific Time (US & Canada),,2991,sea-kangaroo,2012-05-23 20:59:23 -0700,2014-12-30 14:48:23 -0800,research,CC-BY,http://www.inaturalist.org/observations/82569,https://static.inaturalist.org/photos/121222/medium.JPG,,"","Dive site Oil Slick Leap, max depth 87 ft / 26.5m.

Swimming at the edge of the reef.  Yellow Goatfish, Blue Tang, one Trumpetfish, and some are probably  Ocean Surgeonfish.",false,2,0,false,,"Bonaire, Netherlands Antilles",12.2008175965,-68.311473892,427,,,,,,,false,,"",Atlantic Blue Tang,Acanthurus coeruleus,Atlantic Blue Tang,Actinopterygii,121196,Actinopterygii,Perciformes,Acanthuridae,Acanthurus
82574,2008-05-11,2008-05-11,,Pacific Time (US & Canada),false,2991,sea-kangaroo,2012-05-23 21:14:35 -0700,2017-11-19 14:07:43 -0800,research,CC-BY,http://www.inaturalist.org/observations/82574,https://static.inaturalist.org/photos/123639/medium.JPG,,"","Dive site Oil Slick Leap, max depth 87 ft / 26.5m.",false,1,0,false,,"Bonaire, Netherlands Antilles",12.2008175965,-68.311473892,427,,,,,,,false,,"",Graysby,Cephalopholis cruentata,Graysby,Actinopterygii,96991,Actinopterygii,Perciformes,Serranidae,Cephalopholis
82578,2008-05-11,2008-05-11,,Pacific Time (US & Canada),,2991,sea-kangaroo,2012-05-23 21:22:49 -0700,2018-04-13 12:20:16 -0700,research,CC-BY,http://www.inaturalist.org/observations/82578,https://static.inaturalist.org/photos/121236/medium.JPG,,"","Dive site Oil Slick Leap, max depth 87 ft / 26.5m.
",false,2,0,false,,"Bonaire, Netherlands Antilles",12.2008175965,-68.311473892,427,,,,,,,false,,"",Yellowtail Snapper,Ocyurus chrysurus,Yellowtail Snapper,Actinopterygii,47292,Actinopterygii,Perciformes,Lutjanidae,Ocyurus
87085,2008-05-12,2008-05-12,,Pacific Time (US & Canada),,2991,sea-kangaroo,2012-06-03 23:57:35 -0700,2014-10-19 11:04:28 -0700,research,CC-BY,http://www.inaturalist.org/observations/87085,https://static.inaturalist.org/photos/127122/medium.JPG,,"","Dive site Andrea I, max depth 67ft / 20.4m.",false,1,0,false,,"Bonaire, Netherlands Antilles",12.185255154,-68.2999860012,683,,,,,,,false,,"",Yellowtail Snapper,Ocyurus chrysurus,Yellowtail Snapper,Actinopterygii,47292,Actinopterygii,Perciformes,Lutjanidae,Ocyurus
87087,2008-05-12,2008-05-12,,Pacific Time (US & Canada),false,2991,sea-kangaroo,2012-06-04 00:02:17 -0700,2019-04-09 18:31:09 -0700,research,CC-BY,http://www.inaturalist.org/observations/87087,https://static.inaturalist.org/photos/127140/medium.JPG,,"","Dive site Andrea I, max depth 67ft / 20.4m.

I guess this is Orange Cup Coral with all its tentacles retracted?  Not sure what else it could be.",false,3,0,false,,"Bonaire, Netherlands Antilles",12.185255154,-68.2999860012,683,,,,,,open,false,,"",Greater Star Coral,Montastraea cavernosa,Greater Star Coral,Animalia,106051,Anthozoa,Scleractinia,Montastraeidae,Montastraea
87123,2008-05-13,2008-05-13,,Pacific Time (US & Canada),,2991,sea-kangaroo,2012-06-04 00:30:48 -0700,2014-10-19 11:04:37 -0700,research,CC-BY,http://www.inaturalist.org/observations/87123,https://static.inaturalist.org/photos/127210/medium.JPG,,"","Dive site Something Special, max depth 73ft / 22.3m.",false,1,0,false,,"Bonaire, Netherlands Antilles",12.1551573259,-68.2811032445,336,,,,,,,false,,"",Smallmouth Grunt,Haemulon chrysargyreum,Smallmouth Grunt,Actinopterygii,128861,Actinopterygii,Perciformes,Haemulidae,Haemulon
87127,2008-05-13,2008-05-13,,Pacific Time (US & Canada),false,2991,sea-kangaroo,2012-06-04 00:33:19 -0700,2014-10-19 11:04:37 -0700,research,CC-BY,http://www.inaturalist.org/observations/87127,https://static.inaturalist.org/photos/127220/medium.JPG,,"","Dive site Something Special, max depth 73ft / 22.3m.",false,1,0,false,,"Bonaire, Netherlands Antilles",12.1551573259,-68.2811032445,336,,,,,,,false,,"",Graysby,Cephalopholis cruentata,Graysby,Actinopterygii,96991,Actinopterygii,Perciformes,Serranidae,Cephalopholis
87131,2008-05-13,2008-05-13,,Pacific Time (US & Canada),false,2991,sea-kangaroo,2012-06-04 00:41:27 -0700,2014-10-19 11:04:39 -0700,research,CC-BY,http://www.inaturalist.org/observations/87131,https://static.inaturalist.org/photos/127224/medium.JPG,,"","Dive site Something Special, max depth 73ft / 22.3m.",false,1,0,false,,"Bonaire, Netherlands Antilles",12.1551573259,-68.2811032445,336,,,,,,,false,,"",Creolefish,Paranthias furcifer,Atlantic Creolefish,Actinopterygii,108614,Actinopterygii,Perciformes,Serranidae,Paranthias
87134,2008-05-13,2008-05-13,,Pacific Time (US & Canada),false,2991,sea-kangaroo,2012-06-04 00:46:19 -0700,2014-10-19 11:04:39 -0700,research,CC-BY,http://www.inaturalist.org/observations/87134,https://static.inaturalist.org/photos/127227/medium.JPG,,juvenile,"Dive site Something Special, max depth 73ft / 22.3m.

Juvenile/initial phase.",false,1,0,false,,"Bonaire, Netherlands Antilles",12.1551573259,-68.2811032445,336,,,,,,,false,,"",Striped Parrotfish,Scarus iseri,Striped Parrotfish,Actinopterygii,49690,Actinopterygii,Perciformes,Scaridae,Scarus
87139,2008-05-13,2008-05-13,,Pacific Time (US & Canada),,2991,sea-kangaroo,2012-06-04 00:49:33 -0700,2018-07-24 10:19:09 -0700,research,CC-BY,http://www.inaturalist.org/observations/87139,https://static.inaturalist.org/photos/127231/medium.JPG,,"","Dive site Something Special, max depth 73ft / 22.3m.",false,2,0,false,,"Bonaire, Netherlands Antilles",12.1551573259,-68.2811032445,336,,,,,,,false,,"",Schoolmaster Snapper,Lutjanus apodus,Schoolmaster Snapper,Actinopterygii,81989,Actinopterygii,Perciformes,Lutjanidae,Lutjanus
87140,2008-05-13,2008-05-13,,Pacific Time (US & Canada),,2991,sea-kangaroo,2012-06-04 00:50:13 -0700,2014-10-19 11:04:41 -0700,research,CC-BY,http://www.inaturalist.org/observations/87140,https://static.inaturalist.org/photos/127232/medium.JPG,,"","Dive site Something Special, max depth 73ft / 22.3m.",false,1,0,false,,"Bonaire, Netherlands Antilles",12.1551573259,-68.2811032445,336,,,,,,,false,,"",Bluestriped Grunt,Haemulon sciurus,Bluestriped Grunt,Actinopterygii,49262,Actinopterygii,Perciformes,Haemulidae,Haemulon
87141,2008-05-13,2008-05-13,,Pacific Time (US & Canada),,2991,sea-kangaroo,2012-06-04 00:52:49 -0700,2014-10-19 11:04:41 -0700,research,CC-BY,http://www.inaturalist.org/observations/87141,https://static.inaturalist.org/photos/127233/medium.JPG,,"","Dive site Something Special, max depth 73ft / 22.3m.",false,1,0,false,,"Bonaire, Netherlands Antilles",12.1551573259,-68.2811032445,336,,,,,,,false,,"",Atlantic Blue Tang,Acanthurus coeruleus,Atlantic Blue Tang,Actinopterygii,121196,Actinopterygii,Perciformes,Acanthuridae,Acanthurus
87142,2008-05-13,2008-05-13,,Pacific Time (US & Canada),,2991,sea-kangaroo,2012-06-04 00:54:22 -0700,2014-10-19 11:04:41 -0700,research,CC-BY,http://www.inaturalist.org/observations/87142,https://static.inaturalist.org/photos/127234/medium.JPG,,"","Dive site Something Special, max depth 73ft / 22.3m.",false,1,0,false,,"Bonaire, Netherlands Antilles",12.1551573259,-68.2811032445,336,,,,,,,false,,"",Doctorfish Tang (Acanthurus chirurgus),Acanthurus chirurgus,Doctorfish,Actinopterygii,121195,Actinopterygii,Perciformes,Acanthuridae,Acanthurus
87144,2008-05-13,2008-05-13,,Pacific Time (US & Canada),false,2991,sea-kangaroo,2012-06-04 00:56:19 -0700,2014-10-19 11:04:42 -0700,research,CC-BY,http://www.inaturalist.org/observations/87144,https://static.inaturalist.org/photos/127236/medium.JPG,,male,"Dive site Something Special, max depth 73ft / 22.3m.

Terminal phase.",false,1,0,false,,"Bonaire, Netherlands Antilles",12.1551573259,-68.2811032445,336,,,,,,,false,,"",Stoplight Parrotfish,Sparisoma viride,Stoplight Parrotfish,Actinopterygii,112867,Actinopterygii,Perciformes,Scaridae,Sparisoma
87145,2008-05-13,2008-05-13,,Pacific Time (US & Canada),false,2991,sea-kangaroo,2012-06-04 00:57:01 -0700,2014-10-19 11:04:42 -0700,research,CC-BY,http://www.inaturalist.org/observations/87145,https://static.inaturalist.org/photos/127237/medium.JPG,,male,"Dive site Something Special, max depth 73ft / 22.3m.

Terminal phase.",false,1,0,false,,"Bonaire, Netherlands Antilles",12.1551573259,-68.2811032445,336,,,,,,,false,,"",Queen Parrotfish,Scarus vetula,Queen Parrotfish,Actinopterygii,112169,Actinopterygii,Perciformes,Scaridae,Scarus
87150,2008-05-13,2008-05-13,,Pacific Time (US & Canada),false,2991,sea-kangaroo,2012-06-04 00:59:50 -0700,2014-10-19 11:04:44 -0700,research,CC-BY,http://www.inaturalist.org/observations/87150,https://static.inaturalist.org/photos/127242/medium.JPG,,"","Dive site Something Special, max depth 73ft / 22.3m.",false,1,0,false,,"Bonaire, Netherlands Antilles",12.1551573259,-68.2811032445,336,,,,,,,false,,"",Redband Parrotfish,Sparisoma aurofrenatum,Redband Parrotfish,Actinopterygii,112858,Actinopterygii,Perciformes,Scaridae,Sparisoma
87158,2008-05-13,2008-05-13,,Pacific Time (US & Canada),,2991,sea-kangaroo,2012-06-04 01:11:30 -0700,2018-04-13 12:20:15 -0700,research,CC-BY,http://www.inaturalist.org/observations/87158,https://static.inaturalist.org/photos/127254/medium.JPG,,"","Dive site Eden's Rubble (a.k.a. Front Porch), max depth 80ft / 24.2m.

Hey there, fish face.",false,2,0,false,,"Bonaire, Netherlands Antilles",12.1644192915,-68.2883130197,315,,,,,,,false,,"",Yellowtail Snapper,Ocyurus chrysurus,Yellowtail Snapper,Actinopterygii,47292,Actinopterygii,Perciformes,Lutjanidae,Ocyurus
87159,2008-05-13,2008-05-13,,Pacific Time (US & Canada),,2991,sea-kangaroo,2012-06-04 01:12:19 -0700,2014-10-19 11:04:46 -0700,research,CC-BY,http://www.inaturalist.org/observations/87159,https://static.inaturalist.org/photos/127255/medium.JPG,,"","Dive site Eden's Rubble (a.k.a. Front Porch), max depth 80ft / 24.2m.",false,1,0,false,,"Bonaire, Netherlands Antilles",12.1644192915,-68.2883130197,315,,,,,,,false,,"",Smallmouth Grunt,Haemulon chrysargyreum,Smallmouth Grunt,Actinopterygii,128861,Actinopterygii,Perciformes,Haemulidae,Haemulon
87173,2008-05-13,2008-05-13,,Pacific Time (US & Canada),false,2991,sea-kangaroo,2012-06-04 01:24:14 -0700,2014-10-19 11:04:50 -0700,research,CC-BY,http://www.inaturalist.org/observations/87173,https://static.inaturalist.org/photos/127268/medium.JPG,,"","Dive site Eden's Rubble (a.k.a. Front Porch), max depth 80ft / 24.2m.

Initial phase.",false,1,0,false,,"Bonaire, Netherlands Antilles",12.1644192915,-68.2883130197,315,,,,,,,false,,"",Princess Parrotfish,Scarus taeniopterus,Princess Parrotfish,Actinopterygii,112166,Actinopterygii,Perciformes,Scaridae,Scarus
87174,2008-05-13,2008-05-13,,Pacific Time (US & Canada),false,2991,sea-kangaroo,2012-06-04 01:24:51 -0700,2017-11-19 14:07:47 -0800,research,CC-BY,http://www.inaturalist.org/observations/87174,https://static.inaturalist.org/photos/127269/medium.JPG,,"","Dive site Eden's Rubble (a.k.a. Front Porch), max depth 80ft / 24.2m.",false,1,0,false,,"Bonaire, Netherlands Antilles",12.1644192915,-68.2883130197,315,,,,,,,false,,"",Creolefish,Paranthias furcifer,Atlantic Creolefish,Actinopterygii,108614,Actinopterygii,Perciformes,Serranidae,Paranthias
87181,2008-05-13,2008-05-13,,Pacific Time (US & Canada),false,2991,sea-kangaroo,2012-06-04 01:31:16 -0700,2019-12-17 20:37:31 -0800,research,CC-BY,http://www.inaturalist.org/observations/87181,https://static.inaturalist.org/photos/127276/medium.JPG,,cleaner fish,"Dive site Eden's Rubble (a.k.a. Front Porch), max depth 80ft / 24.2m.

Terminal phase being cleaned by a juvenile French Angelfish.",false,2,0,false,,"Bonaire, Netherlands Antilles",12.1644192915,-68.2883130197,315,,,,,,open,false,,"",Redtail Parrotfish,Sparisoma chrysopterum,Redtail Parrotfish,Actinopterygii,49929,Actinopterygii,Perciformes,Scaridae,Sparisoma
87182,2008-05-13,2008-05-13,,Pacific Time (US & Canada),,2991,sea-kangaroo,2012-06-04 01:40:04 -0700,2014-10-19 11:04:52 -0700,research,CC-BY,http://www.inaturalist.org/observations/87182,https://static.inaturalist.org/photos/127277/medium.JPG,,"","Dive site Eden's Rubble (a.k.a. Front Porch), max depth 80ft / 24.2m..",true,1,0,false,,"Bonaire, Netherlands Antilles",12.1644192915,-68.2883130197,315,,,,,,,false,,"",Grey Snapper,Lutjanus griseus,Grey Snapper,Actinopterygii,49509,Actinopterygii,Perciformes,Lutjanidae,Lutjanus
87433,2008-05-14,2008-05-14,,Pacific Time (US & Canada),false,2991,sea-kangaroo,2012-06-04 14:41:45 -0700,2014-10-19 11:05:31 -0700,research,CC-BY,http://www.inaturalist.org/observations/87433,https://static.inaturalist.org/photos/127685/medium.JPG,,male,"Dive site Leonora's Reef, max depth 69ft / 21m.

Terminal phase.",false,1,0,false,,"Bonaire, Netherlands Antilles",12.1681339017,-68.3145771999,,,,,,,,false,,"",Stoplight Parrotfish,Sparisoma viride,Stoplight Parrotfish,Actinopterygii,112867,Actinopterygii,Perciformes,Scaridae,Sparisoma
87443,2008-05-14,2008-05-14,,Pacific Time (US & Canada),,2991,sea-kangaroo,2012-06-04 14:50:12 -0700,2014-10-19 11:05:33 -0700,research,CC-BY,http://www.inaturalist.org/observations/87443,https://static.inaturalist.org/photos/276336/medium.JPG?1363743061,,"","Dive site Leonora's Reef, max depth 69ft / 21m.",false,1,0,false,,"Bonaire, Netherlands Antilles",12.1681339017,-68.3145771999,,,,,,,,false,,"",Yellowtail Snapper,Ocyurus chrysurus,Yellowtail Snapper,Actinopterygii,47292,Actinopterygii,Perciformes,Lutjanidae,Ocyurus
